Step,DQN_v0,DQN_v1,DQN_v2,Mean,CI_lower,CI_upper
19528,,-0.930844009,,-0.930844009,,
19544,,,-1.159159541,-1.159159541,,
19568,,-1.006883979,,-1.006883979,,
19576,,,-2.088157415,-2.088157415,,
19600,,0.771036685,-1.665935278,-0.44744929650000004,-1.5026891106342168,0.6077905176342167
19624,,,-2.617543221,-2.617543221,,
19648,,0.763972402,,0.763972402,,
19652,1.406754732,,,1.406754732,,
19656,,,-3.136900187,-3.136900187,,
19664,,-0.793428242,,-0.793428242,,
19680,,-0.327978283,,-0.327978283,,
19688,,,-3.140622854,-3.140622854,,
19712,,-0.357178122,-2.486876488,-1.422027305,-2.3442137486771055,-0.4998408613228945
19728,,,-2.507746696,-2.507746696,,
19744,,-0.842615426,,-0.842615426,,
19768,,,-2.498527288,-2.498527288,,
19776,,-1.318145394,,-1.318145394,,
19783,-2.485262632,,,-2.485262632,,
19792,,-1.322387338,,-1.322387338,,
19800,,,-1.142434239,-1.142434239,,
19816,,,-2.089101791,-2.089101791,,
19824,,-1.26847136,,-1.26847136,,
19832,,,-2.22711587,-2.22711587,,
19856,,-1.788156867,,-1.788156867,,
19872,,,-2.744728565,-2.744728565,,
19880,,-1.303058982,,-1.303058982,,
19896,,,-2.258684635,-2.258684635,,
19912,,-1.697293758,,-1.697293758,,
19918,-3.038875103,,,-3.038875103,,
19928,,,-3.187220573,-3.187220573,,
19944,,-0.344757557,,-0.344757557,,
19960,,,-3.232851744,-3.232851744,,
19976,,-0.326743573,-3.241729975,-1.784236774,-3.0464629119091002,-0.5220106360908996
19992,,0.580061018,,0.580061018,,
20016,,,-3.233378649,-3.233378649,,
20024,,0.199732885,,0.199732885,,
20032,,,-3.099573135,-3.099573135,,
20056,,-0.201317191,,-0.201317191,,
20065,-3.845070362,,,-3.845070362,,
20072,,,-2.647302628,-2.647302628,,
20088,,-0.694272697,,-0.694272697,,
20112,,0.360772878,-1.352018476,-0.495622799,-1.2372832109731735,0.24603761297317356
20128,,,-1.812356591,-1.812356591,,
20152,,0.820757449,,0.820757449,,
20160,,,-1.27813828,-1.27813828,,
20184,,1.322959542,,1.322959542,,
20208,,,-1.13154161,-1.13154161,,
20216,,1.942201376,,1.942201376,,
20232,,2.452947855,,2.452947855,,
20240,,,-0.494030803,-0.494030803,,
20249,-4.882508278,,,-4.882508278,,
20264,,,0.03141737,0.03141737,,
20280,,2.396168709,,2.396168709,,
20288,,,0.922281802,0.922281802,,
20304,,2.051596403,,2.051596403,,
20328,,,1.896964669,1.896964669,,
20344,,1.597579479,,1.597579479,,
20360,,,1.970710158,1.970710158,,
20368,,2.041090965,,2.041090965,,
20384,,,2.061814785,2.061814785,,
20392,,2.573354244,,2.573354244,,
20408,,1.63733685,,1.63733685,,
20415,-4.172650814,,,-4.172650814,,
20416,,,2.043239355,2.043239355,,
20424,,,1.426322222,1.426322222,,
20456,,2.543552399,,2.543552399,,
20464,,,2.230352879,2.230352879,,
20480,,,2.584113121,2.584113121,,
20488,,3.457676888,,3.457676888,,
20512,,,1.140822291,1.140822291,,
20528,,3.493206024,,3.493206024,,
20536,,,1.143621445,1.143621445,,
20552,,3.948320866,,3.948320866,,
20568,,,1.812431693,1.812431693,,
20584,,4.857899189,,4.857899189,,
20587,-0.725845456,,,-0.725845456,,
20592,,,1.826506495,1.826506495,,
20608,,,1.327469945,1.327469945,,
20616,,4.86652565,,4.86652565,,
20632,,4.355634689,,4.355634689,,
20640,,,0.848253667,0.848253667,,
20664,,4.293887138,0.366785705,2.3303364214999998,0.629851619391862,4.030821223608138
20688,,,0.811903179,0.811903179,,
20696,,3.357804298,,3.357804298,,
20720,,2.887615204,,2.887615204,,
20744,,3.385367155,2.188679695,2.787023425,2.2688425546248623,3.305204295375138
20747,-0.372105867,,,-0.372105867,,
20768,,,3.074589968,3.074589968,,
20776,,2.853897095,,2.853897095,,
20792,,,2.646974802,2.646974802,,
20800,,4.254404545,,4.254404545,,
20816,,,1.663030982,1.663030982,,
20832,,3.655716419,,3.655716419,,
20848,,2.704555035,,2.704555035,,
20864,,,1.19776845,1.19776845,,
20880,,3.133192539,1.665521741,2.39935714,1.76383704226971,3.0348772377302904
20920,,1.662744999,,1.662744999,,
20928,,2.139906168,2.087571144,2.1137386559999998,2.0910769258541655,2.136400386145834
20931,0.590249717,,,0.590249717,,
20944,,,0.525260508,0.525260508,,
20960,,,0.970790744,0.970790744,,
20968,,1.133850098,,1.133850098,,
20984,,,-0.021963989,-0.021963989,,
21000,,2.623170376,,2.623170376,,
21016,,,-0.627573133,-0.627573133,,
21032,,2.552985191,,2.552985191,,
21048,,1.569672465,-1.120483637,0.22459441400000002,-0.940277348238862,1.389466176238862
21072,,,-0.673527539,-0.673527539,,
21080,,1.151910782,,1.151910782,,
21104,,0.276514411,-0.229613781,0.023450315000000013,-0.19570962092174415,0.2426102509217442
21128,,1.176183224,-0.063964032,0.556109596,0.019110081935217682,1.0931091100647823
21138,1.742895961,,,1.742895961,,
21152,,,-0.454170793,-0.454170793,,
21176,,0.742854059,,0.742854059,,
21184,,,-0.934762001,-0.934762001,,
21208,,0.297498882,,0.297498882,,
21224,,-0.253512114,0.166935176,-0.04328846900000001,-0.22534748604616173,0.13877054804616168
21232,,,0.648449004,0.648449004,,
21256,,-0.757283568,,-0.757283568,,
21264,,,0.068266377,0.068266377,,
21288,,-1.196371198,0.07231494,-0.562028129,-1.1113853414685857,-0.012670916531414389
21304,,-0.90990001,,-0.90990001,,
21320,,-1.019230485,,-1.019230485,,
21328,,,-0.399611384,-0.399611384,,
21339,0.689276755,,,0.689276755,,
21344,,,0.49170354,0.49170354,,
21360,,-1.40291369,,-1.40291369,,
21376,,,0.978993118,0.978993118,,
21384,,-1.374821782,,-1.374821782,,
21392,,,-0.425673097,-0.425673097,,
21416,,-0.377300769,,-0.377300769,,
21432,,-0.951154113,-1.349581003,-1.150367558,-1.3228914621454142,-0.9778436538545856
21456,,,-2.224275351,-2.224275351,,
21472,,-0.545465529,,-0.545465529,,
21480,,,-1.242349505,-1.242349505,,
21496,,-1.078634262,,-1.078634262,,
21519,-0.522848606,,,-0.522848606,,
21520,,-0.517180264,,-0.517180264,,
21528,,,-1.625629544,-1.625629544,,
21544,,,-0.686565757,-0.686565757,,
21552,,-0.48318103,,-0.48318103,,
21568,,-0.452788919,,-0.452788919,,
21576,,,-1.572812438,-1.572812438,,
21600,,-1.045835137,,-1.045835137,,
21608,,,-1.641077518,-1.641077518,,
21616,,-1.974267244,,-1.974267244,,
21624,,,-1.238255501,-1.238255501,,
21640,,-1.482335925,,-1.482335925,,
21656,,,-1.528051853,-1.528051853,,
21672,,-2.924938679,,-2.924938679,,
21693,-0.064086221,,,-0.064086221,,
21696,,,-1.013426661,-1.013426661,,
21704,,-2.752044678,,-2.752044678,,
21712,,-2.739356756,-0.837584555,-1.7884706554999998,-2.6119621746385233,-0.9649791363614764
21744,,,0.126463905,0.126463905,,
21752,,-3.482802868,,-3.482802868,,
21768,,-3.922477722,,-3.922477722,,
21784,,,-0.289479792,-0.289479792,,
21808,,-3.900159359,,-3.900159359,,
21824,,,0.155384988,0.155384988,,
21840,,-3.805824757,0.187036633,-1.809394062,-3.538353760765024,-0.08043436323497577
21864,,-3.796017647,,-3.796017647,,
21872,,,0.623057365,0.623057365,,
21877,-1.058522463,,,-1.058522463,,
21896,,-3.753688097,,-3.753688097,,
21904,,,0.623858452,0.623858452,,
21928,,-2.726200581,,-2.726200581,,
21944,,,1.039607525,1.039607525,,
21952,,-2.767553806,,-2.767553806,,
21960,,,1.537359476,1.537359476,,
22000,,-2.636960268,2.097885847,-0.2695372105,-2.31978571980003,1.78071129880003
22024,,-1.614569426,2.426517963,0.40597426850000007,-1.3438679003934657,2.155816437393466
22037,-1.793890476,,,-1.793890476,,
22048,,,3.354989529,3.354989529,,
22064,,-0.646173477,,-0.646173477,,
22080,,-1.079163074,,-1.079163074,,
22088,,,2.943838358,2.943838358,,
22112,,,2.827150583,2.827150583,,
22120,,-1.509249806,,-1.509249806,,
22128,,,3.159748554,3.159748554,,
22144,,-0.109872401,,-0.109872401,,
22160,,,3.603428125,3.603428125,,
22168,,-0.080532588,,-0.080532588,,
22184,,,2.670686483,2.670686483,,
22208,,-0.416453153,2.118278742,0.8509127945000001,-0.24665831192633614,1.9484839009263364
22232,,-0.857193351,2.140682697,0.6417446729999999,-0.6563737344824502,1.93986308048245
22234,-1.235225081,,,-1.235225081,,
22248,,,0.655824542,0.655824542,,
22264,,-0.990700781,,-0.990700781,,
22288,,,1.082859516,1.082859516,,
22296,,-0.978364527,,-0.978364527,,
22304,,,0.556386173,0.556386173,,
22336,,,0.610625803,0.610625803,,
22344,,1.059442163,,1.059442163,,
22368,,2.440169811,0.544937193,1.492553502,0.6718937053655547,2.3132132986344454
22392,,,0.991354823,0.991354823,,
22400,,2.908473969,,2.908473969,,
22410,-1.282885432,,,-1.282885432,,
22416,,,0.532632291,0.532632291,,
22424,,3.387126684,,3.387126684,,
22456,,3.723160267,,3.723160267,,
22464,,,0.041157588,0.041157588,,
22480,,3.694776297,,3.694776297,,
22488,,,0.449016213,0.449016213,,
22512,,,-0.431127399,-0.431127399,,
22520,,5.365066051,,5.365066051,,
22536,,,-1.356938839,-1.356938839,,
22544,,5.323922157,,5.323922157,,
22560,,,-1.361488819,-1.361488819,,
22576,,5.469459057,,5.469459057,,
22584,,,-1.359371185,-1.359371185,,
22600,,5.395021439,,5.395021439,,
22602,-2.580378294,,,-2.580378294,,
22608,,,-1.857499957,-1.857499957,,
22624,,4.918720722,,4.918720722,,
22632,,,-2.826947689,-2.826947689,,
22656,,3.931013823,,3.931013823,,
22680,,3.450006723,-3.303184986,0.07341086849999989,-2.850806919810227,2.997628656810227
22704,,,-3.074974775,-3.074974775,,
22720,,3.93654871,,3.93654871,,
22728,,,-3.064726591,-3.064726591,,
22736,,3.037892103,,3.037892103,,
22760,,,-3.475649834,-3.475649834,,
22764,-2.602989435,,,-2.602989435,,
22776,,2.10300374,,2.10300374,,
22792,,2.149558306,-2.866981506,-0.35871160000000013,-2.5309370581440085,1.813513858144008
22808,,,-2.730265856,-2.730265856,,
22824,,2.030000687,,2.030000687,,
22840,,,-2.745634556,-2.745634556,,
22856,,2.548178673,,2.548178673,,
22864,,,-2.813579798,-2.813579798,,
22888,,2.097744226,-1.841092348,0.128325939,-1.5772403282196343,1.8338922062196343
22920,,2.127744198,,2.127744198,,
22936,,2.592944622,-1.364166856,0.614388883,-1.0990906497774953,2.327868415777495
22944,-3.807202101,,-0.856701672,-2.3319518865,-3.6095560491954437,-1.0543477238045567
22976,,2.080947876,,2.080947876,,
22992,,2.720700502,-1.30371356,0.708493471,-1.034128935519663,2.451115877519663
23016,,,0.234396309,0.234396309,,
23024,,2.610946178,,2.610946178,,
23056,,1.238845348,-0.188953936,0.524945706,-0.09330951972461676,1.1432009317246168
23064,,,-0.207859755,-0.207859755,,
23072,,0.259372979,,0.259372979,,
23104,,-0.691089749,,-0.691089749,,
23112,,,-0.646064401,-0.646064401,,
23127,-2.989251852,,,-2.989251852,,
23136,,,-0.157499075,-0.157499075,,
23168,,-0.609651029,0.329517215,-0.14006690700000002,-0.5467386858658115,0.2666048718658115
23200,,-0.098218583,,-0.098218583,,
23216,,-1.051397562,-0.547762632,-0.799580097,-1.017660418806599,-0.581499775193401
23240,,,-0.162015155,-0.162015155,,
23256,,-1.551154733,,-1.551154733,,
23280,,-0.757605314,-0.141324267,-0.4494647905,-0.716322311786436,-0.18260726921356396
23296,,-0.777640522,,-0.777640522,,
23300,-1.056179166,,,-1.056179166,,
23312,,,0.797336161,0.797336161,,
23328,,-1.239469051,,-1.239469051,,
23336,,,0.435416192,0.435416192,,
23360,,,0.92708379,0.92708379,,
23368,,-0.894680738,,-0.894680738,,
23408,,0.040210821,1.982218742,1.0112147814999999,0.17030068453169744,1.8521288784683023
23432,,0.497438133,,0.497438133,,
23440,,,2.422339439,2.422339439,,
23456,,,1.537641644,1.537641644,,
23464,,1.438589334,,1.438589334,,
23469,0.84081018,,,0.84081018,,
23488,,,0.958325267,0.958325267,,
23496,,1.453665257,,1.453665257,,
23504,,,0.442326397,0.442326397,,
23536,,2.387784481,-0.00948317,1.1891506555,0.151103312781675,2.227197998218325
23568,,3.799102783,,3.799102783,,
23576,,,0.973101318,0.973101318,,
23584,,3.263991117,,3.263991117,,
23608,,,1.944236755,1.944236755,,
23616,,2.784946203,,2.784946203,,
23632,,,1.965630054,1.965630054,,
23648,,2.414608002,,2.414608002,,
23651,0.888031602,,,0.888031602,,
23664,,,2.89908123,2.89908123,,
23672,,2.395925999,,2.395925999,,
23696,,,2.84050107,2.84050107,,
23712,,2.875609875,,2.875609875,,
23736,,,2.836168766,2.836168766,,
23744,,3.347256184,,3.347256184,,
23752,,,2.36807847,2.36807847,,
23768,,3.40915513,,3.40915513,,
23792,,,1.980020046,1.980020046,,
23800,,3.837443829,,3.837443829,,
23810,1.247748613,,,1.247748613,,
23816,,,2.114974737,2.114974737,,
23832,,3.923821449,,3.923821449,,
23856,,4.899512768,2.051097393,3.4753050805,2.2419050428599094,4.708705118140091
23872,,,2.000663757,2.000663757,,
23888,,4.763690472,,4.763690472,,
23912,,4.305071354,2.45074892,3.3779101369999998,2.5749649696743027,4.180855304325697
23936,,,2.789037704,2.789037704,,
23944,,3.836445093,,3.836445093,,
23976,,3.87031436,3.709601164,3.7899577620000002,3.7203669067703062,3.8595486172296942
23984,0.810357451,,,0.810357451,,
23992,,3.928599596,,3.928599596,,
24000,,,4.214102745,4.214102745,,
24024,,3.492783546,3.707362652,3.6000730990000003,3.507157620541323,3.6929885774586775
24064,,2.962609053,3.093224764,3.0279169085,2.971358646570317,3.084475170429683
24080,,3.926966429,,3.926966429,,
24104,,,4.487052917,4.487052917,,
24128,,,5.411293507,5.411293507,,
24144,,2.125175953,,2.125175953,,
24148,-0.062816113,,,-0.062816113,,
24160,,2.570706129,5.268044949,3.919375539,2.751393568633028,5.087357509366972
24200,,1.679698825,,1.679698825,,
24232,,,5.221315384,5.221315384,,
24240,,2.078120232,,2.078120232,,
24248,,,5.74256134,5.74256134,,
24264,,1.604338169,,1.604338169,,
24288,,,5.797158241,5.797158241,,
24296,,0.701842487,5.800537586,3.2511900364999997,1.0433902955573906,5.458989777442609
24309,-0.377006024,,,-0.377006024,,
24320,,1.213569522,,1.213569522,,
24328,,,5.712786198,5.712786198,,
24352,,1.235219121,,1.235219121,,
24376,,1.069099188,5.275753498,3.172426343,1.3508915943003486,4.993961091699652
24400,,1.0464921,,1.0464921,,
24408,,,5.275753498,5.275753498,,
24432,,0.566004932,4.861452579,2.7137287555,0.8537453640359525,4.573712146964048
24456,,0.080474988,4.228516102,2.154495545,0.35834105466684685,3.9506500353331533
24472,,,3.745339394,3.745339394,,
24488,,0.03021594,,0.03021594,,
24503,0.45356223,,,0.45356223,,
24512,,-0.442068636,,-0.442068636,,
24520,,,4.128478527,4.128478527,,
24544,,-0.08585871,5.492119789,2.7031305395,0.28779499855130153,5.118466080448698
24584,,,5.495350361,5.495350361,,
24592,,0.347944677,,0.347944677,,
24616,,1.34696269,6.373687267,3.8603249785,1.6836893877452046,6.036960569254795
24640,,,5.888495922,5.888495922,,
24648,,1.344711661,,1.344711661,,
24664,,1.19702673,,1.19702673,,
24672,,,6.353627682,6.353627682,,
24680,,,5.467623711,5.467623711,,
24704,,1.009554744,,1.009554744,,
24720,,,4.125146389,4.125146389,,
24728,,1.92355454,,1.92355454,,
24744,,2.38927269,,2.38927269,,
24760,,,4.587722301,4.587722301,,
24768,-0.215905085,,4.585077763,2.184586339,0.1056997842493157,4.263472893750684
24784,,2.449908495,,2.449908495,,
24800,,2.060202837,,2.060202837,,
24808,,,2.782590389,2.782590389,,
24808,,,2.782590389,2.782590389,,
24840,,3.022269964,,3.022269964,,
24872,,,1.394747496,1.394747496,,
24880,,3.944228888,,3.944228888,,
24888,,,2.336943388,2.336943388,,
24904,,3.907309294,,3.907309294,,
24920,,3.384770393,,3.384770393,,
24928,,,1.884799123,1.884799123,,
24952,,,1.904455304,1.904455304,,
24957,1.210562706,,,1.210562706,,
24968,,1.565634847,,1.565634847,,
24976,,,1.362145782,1.362145782,,
24984,,3.01319766,,3.01319766,,
25016,,,2.280252457,2.280252457,,
25024,,2.93982625,,2.93982625,,
25032,,,2.338504076,2.338504076,,
25056,,3.867331266,,3.867331266,,
25064,,,2.395668983,2.395668983,,
25088,,3.941324234,,3.941324234,,
25096,,,2.376983404,2.376983404,,
25104,,3.971730947,,3.971730947,,
25128,,,1.443895221,1.443895221,,
25142,-2.225616455,,,-2.225616455,,
25144,,3.008089066,,3.008089066,,
25160,,,1.463356614,1.463356614,,
25176,,3.936698914,,3.936698914,,
25192,,,3.031328917,3.031328917,,
25200,,3.963000298,,3.963000298,,
25216,,,3.024805784,3.024805784,,
25232,,4.445067883,,4.445067883,,
25248,,,2.586216927,2.586216927,,
25256,,4.010985374,,4.010985374,,
25288,,3.608588457,2.103818893,2.856203675,2.2046193403671825,3.507788009632818
25312,,,2.185817003,2.185817003,,
25320,,3.16392374,,3.16392374,,
25344,,,1.300126314,1.300126314,,
25348,-2.402088642,,,-2.402088642,,
25360,,3.5714643,,3.5714643,,
25368,,,1.785317779,1.785317779,,
25376,,3.118758917,,3.118758917,,
25408,,3.524354219,1.301951408,2.4131528135,1.4508241676160258,3.375481459383974
25432,,,2.185551882,2.185551882,,
25448,,3.66149044,,3.66149044,,
25464,,3.793883801,3.063951492,3.4289176465,3.1128476851814835,3.7449876078185165
25496,,3.314928055,3.038518667,3.176723361,3.0570345850737453,3.296412136926255
25513,-4.950158596,,,-4.950158596,,
25520,,,3.033056736,3.033056736,,
25552,,3.288745403,4.017809868,3.6532776355,3.3375834616567444,3.9689718093432553
25584,,,3.559016466,3.559016466,,
25592,,3.721502781,,3.721502781,,
25624,,2.78354454,,2.78354454,,
25640,,2.323206425,4.807395935,3.5653011799999996,2.4896155682625905,4.640986791737409
25680,,,4.805522919,4.805522919,,
25688,,2.8551476,,2.8551476,,
25697,-3.871404171,,,-3.871404171,,
25712,,,4.331851482,4.331851482,,
25744,,2.777480125,5.304979801,4.041229963,2.94679049926353,5.13566942673647
25768,,,5.330822945,5.330822945,,
25776,,3.304834843,,3.304834843,,
25784,,2.807082891,,2.807082891,,
25816,,,4.831899166,4.831899166,,
25824,,2.219915628,,2.219915628,,
25848,,2.170843363,,2.170843363,,
25856,,,4.359132767,4.359132767,,
25864,,2.511327028,,2.511327028,,
25888,,,5.230426311,5.230426311,,
25891,-6.559096336,,,-6.559096336,,
25904,,2.060212612,,2.060212612,,
25920,,,5.196283817,5.196283817,,
25936,,1.996128321,,1.996128321,,
25944,,,4.716718674,4.716718674,,
25952,,2.013632298,,2.013632298,,
25968,,,4.211036682,4.211036682,,
25984,,1.496658921,,1.496658921,,
25992,,1.934305906,,1.934305906,,
26016,,,4.172315121,4.172315121,,
26024,,,4.172315121,4.172315121,,
26040,,0.561984301,,0.561984301,,
26048,-4.943380356,,,-4.943380356,,
26064,,0.533751965,4.12332201,2.3285369874999997,0.7742075636831731,3.8828664113168263
26080,,,4.155024529,4.155024529,,
26096,,0.03929713,,0.03929713,,
26112,,0.089312069,2.603642702,1.3464773855,0.25774028465429466,2.4352144863457053
26120,,,2.151877165,2.151877165,,
26152,,0.080248922,,0.080248922,,
26160,,,1.232564807,1.232564807,,
26176,,-0.372768551,0.363934159,-0.004417196000000012,-0.3234188269484204,0.31458443494842037
26192,,0.091105372,,0.091105372,,
26208,,,0.404961556,0.404961556,,
26216,,,-0.046058562,-0.046058562,,
26228,-5.074390411,,,-5.074390411,,
26240,,0.62507391,,0.62507391,,
26256,,0.638073444,-0.594635904,0.02171877,-0.5120600354252766,0.5554975754252766
26288,,-0.273310453,,-0.273310453,,
26296,,,-0.973832726,-0.973832726,,
26312,,-0.267352611,,-0.267352611,,
26320,,,-0.792709172,-0.792709172,,
26336,,-1.216902256,,-1.216902256,,
26360,,-1.231359601,,-1.231359601,,
26368,,,-1.749087334,-1.749087334,,
26376,,,-0.833630025,-0.833630025,,
26400,,-2.172894955,,-2.172894955,,
26424,,-1.730073333,,-1.730073333,,
26437,-3.323056698,,,-3.323056698,,
26440,,,0.50587976,0.50587976,,
26456,,,0.524866462,0.524866462,,
26464,,-1.750439048,,-1.750439048,,
26472,,,0.475067407,0.475067407,,
26488,,-1.692687035,,-1.692687035,,
26496,,,-0.01276245,-0.01276245,,
26512,,-1.163906574,,-1.163906574,,
26536,,,0.460276902,0.460276902,,
26552,,-0.635578334,,-0.635578334,,
26568,,0.02940762,,0.02940762,,
26576,,,0.920760751,0.920760751,,
26600,,-0.439894408,0.074825041,-0.18253468350000002,-0.40541474282796464,0.0403453758279646
26632,-2.42518115,,0.09225776,-1.166461695,-2.256544719267705,-0.07637867073229532
26640,,-0.81185931,,-0.81185931,,
26656,,,0.079469576,0.079469576,,
26672,,-0.813046753,,-0.813046753,,
26680,,,0.156755045,0.156755045,,
26688,,-0.408255786,,-0.408255786,,
26704,,,-0.458690822,-0.458690822,,
26720,,0.459877223,,0.459877223,,
26736,,,-0.953502297,-0.953502297,,
26744,,0.430015504,,0.430015504,,
26752,,,-0.995693862,-0.995693862,,
26768,,-0.0352192,,-0.0352192,,
26784,,,-0.130693659,-0.130693659,,
26793,-2.544910908,,,-2.544910908,,
26816,,-0.032257181,-0.444021672,-0.2381394265,-0.4164386812911846,-0.05984017170881539
26840,,,0.858493388,0.858493388,,
26848,,1.858130455,,1.858130455,,
26864,,,1.30427742,1.30427742,,
26872,,0.918608129,,0.918608129,,
26888,,,0.875518382,0.875518382,,
26896,,0.73545146,,0.73545146,,
26912,,,0.435872197,0.435872197,,
26928,,1.200877309,,1.200877309,,
26952,,,0.846861959,0.846861959,,
26968,,1.638803959,2.310925722,1.9748648405,1.683827579902808,2.265902101097192
26974,-0.54194051,,,-0.54194051,,
27000,,2.040298462,1.696445584,1.868372023,1.7194793592438042,2.017264686756196
27024,,,0.720463514,0.720463514,,
27032,,2.975858212,,2.975858212,,
27048,,2.957502365,,2.957502365,,
27056,,,-0.247257426,-0.247257426,,
27072,,3.419736624,-1.143239021,1.1382488015,-0.8375776112098441,3.1140752142098442
27104,,2.956059217,-2.491832256,0.23211348050000002,-2.1268927258393155,2.591119686839315
27136,,,-2.926830053,-2.926830053,,
27162,-2.165789127,,,-2.165789127,,
27168,,,-3.395163536,-3.395163536,,
27176,,3.981016636,,3.981016636,,
27208,,3.996611118,,3.996611118,,
27216,,,-2.884922743,-2.884922743,,
27232,,3.827961683,,3.827961683,,
27240,,,-3.356257439,-3.356257439,,
27256,,3.328385115,,3.328385115,,
27264,,,-4.063060284,-4.063060284,,
27288,,,-4.973377705,-4.973377705,,
27296,,2.85139966,,2.85139966,,
27304,,2.323867798,,2.323867798,,
27319,-2.703102827,,,-2.703102827,,
27328,,3.202011824,,3.202011824,,
27336,,,-4.429543495,-4.429543495,,
27344,,,-3.989325762,-3.989325762,,
27360,,2.617695332,,2.617695332,,
27376,,,-3.83275485,-3.83275485,,
27392,,2.141424894,,2.141424894,,
27408,,2.650472403,,2.650472403,,
27424,,,-2.823535681,-2.823535681,,
27440,,,-2.355782509,-2.355782509,,
27448,,1.311674118,,1.311674118,,
27472,,2.251866579,,2.251866579,,
27480,,,-2.736257792,-2.736257792,,
27490,-2.092134237,,,-2.092134237,,
27504,,1.807915568,,1.807915568,,
27512,,,-1.861537099,-1.861537099,,
27520,,1.842054486,,1.842054486,,
27544,,,-2.301538706,-2.301538706,,
27560,,,-1.765435934,-1.765435934,,
27568,,0.918734372,,0.918734372,,
27600,,2.316545486,,2.316545486,,
27608,,,-0.897460401,-0.897460401,,
27630,-2.95247364,,,-2.95247364,,
27632,,,0.00932408,0.00932408,,
27648,,3.451691628,,3.451691628,,
27656,,,-0.678369939,-0.678369939,,
27672,,3.467639685,,3.467639685,,
27680,,,-1.125805378,-1.125805378,,
27696,,3.021043062,,3.021043062,,
27720,,,-0.185655355,-0.185655355,,
27728,,2.100248337,,2.100248337,,
27736,,,0.454203397,0.454203397,,
27760,,2.524448156,,2.524448156,,
27768,,,-0.00671176,-0.00671176,,
27784,,3.324373245,,3.324373245,,
27792,,,0.484268874,0.484268874,,
27808,,2.890218735,,2.890218735,,
27822,-3.954019308,,,-3.954019308,,
27832,,2.805335522,,2.805335522,,
27840,,,1.36904645,1.36904645,,
27856,,,2.277558804,2.277558804,,
27880,,1.771230698,,1.771230698,,
27888,,2.215230465,,2.215230465,,
27896,,,2.277531862,2.277531862,,
27920,,,2.206320763,2.206320763,,
27928,,1.306260109,,1.306260109,,
27944,,,2.209358931,2.209358931,,
27968,,2.317891836,,2.317891836,,
27976,,2.793631554,,2.793631554,,
27984,,,2.456485033,2.456485033,,
27992,,,2.477507353,2.477507353,,
28001,-1.435896397,,,-1.435896397,,
28016,,2.358349323,,2.358349323,,
28032,,,1.951437116,1.951437116,,
28048,,2.690731287,1.474118829,2.082425058,1.5556164104056853,2.609233705594315
28072,,3.181154966,,3.181154966,,
28080,,,0.985595644,0.985595644,,
28096,,3.168132067,,3.168132067,,
28120,,,1.897191405,1.897191405,,
28128,,,1.440473914,1.440473914,,
28136,,3.192290068,,3.192290068,,
28149,-1.684640646,,,-1.684640646,,
28160,,3.171140194,,3.171140194,,
28176,,,0.63694936,0.63694936,,
28200,,3.684821129,,3.684821129,,
28208,,,1.508990407,1.508990407,,
28240,,3.683547974,,3.683547974,,
28256,,,1.560542941,1.560542941,,
28272,,4.139487267,,4.139487267,,
28288,,3.624742508,,3.624742508,,
28296,,,1.040736675,1.040736675,,
28313,-3.181622982,,,-3.181622982,,
28328,,3.096473694,,3.096473694,,
28336,,,1.505237818,1.505237818,,
28344,,1.586846471,1.047732711,1.3172895910000002,1.0838464851551266,1.5507326968448738
28376,,1.568064094,,1.568064094,,
28384,,,1.743595243,1.743595243,,
28408,,1.146037459,,1.146037459,,
28416,,,1.526250958,1.526250958,,
28432,,,2.038363695,2.038363695,,
28440,,1.100960255,,1.100960255,,
28464,,0.709861577,,0.709861577,,
28472,,,1.510370493,1.510370493,,
28491,-1.413922191,,,-1.413922191,,
28504,,0.354282439,1.966418028,1.1603502335,0.46227504629050487,1.8584254207094952
28512,,0.381180018,,0.381180018,,
28520,,,0.950624406,0.950624406,,
28544,,,0.919647813,0.919647813,,
28552,,1.286204696,,1.286204696,,
28560,,0.926170588,,0.926170588,,
28568,,,-0.430845916,-0.430845916,,
28592,,,-0.774368346,-0.774368346,,
28616,,,-2.240284443,-2.240284443,,
28624,,1.408156276,,1.408156276,,
28640,,1.823586106,,1.823586106,,
28648,,,-1.848135829,-1.848135829,,
28656,,,-2.475288391,-2.475288391,,
28667,-0.484010398,,,-0.484010398,,
28672,,1.8160218,,1.8160218,,
28696,,,-1.612895012,-1.612895012,,
28704,,1.456689715,,1.456689715,,
28728,,,-0.630486548,-0.630486548,,
28744,,,-0.282167107,-0.282167107,,
28752,,2.843486547,,2.843486547,,
28768,,3.033338785,,3.033338785,,
28792,,,0.143836945,0.143836945,,
28800,,2.576221943,,2.576221943,,
28816,,,1.066059947,1.066059947,,
28818,-1.270867825,,,-1.270867825,,
28832,,2.713070631,,2.713070631,,
28864,,2.667185068,1.040803432,1.85399425,1.1497503434877512,2.5582381565122487
28888,,,1.924665928,1.924665928,,
28896,,3.196706772,,3.196706772,,
28904,,2.231354713,,2.231354713,,
28912,,,1.460953355,1.460953355,,
28936,,,1.031361699,1.031361699,,
28944,,2.237334728,,2.237334728,,
28976,,,0.566144824,0.566144824,,
28984,,3.638109922,,3.638109922,,
28992,,3.624368429,0.568448126,2.0964082775,0.7731559703306794,3.419660584669321
